drifter_id,time,latitude,longitude,uo,vo
300234063266890.0,2023-01-01 12:00:00,47.569,-9.676,0.12756737,0.045777764
300234063266890.0,2023-01-01 18:00:00,47.591,-9.647,0.11535996,0.06103702
300234063266890.0,2023-01-02 00:00:00,47.642,-9.547,0.08972442,0.06286813
300234063266890.0,2023-01-02 06:00:00,47.668,-9.494,0.09643849,0.06836146
300234063266890.0,2023-01-02 12:00:00,47.699,-9.459,0.09643849,0.06836146
300234063266890.0,2023-01-02 18:00:00,47.741,-9.379,0.12756737,0.09033479
300234063266890.0,2023-01-03 00:00:00,47.795,-9.341,0.109866634,0.10620441
300234063266890.0,2023-01-03 06:00:00,47.856,-9.238,0.10071108,0.1208533
300234063266890.0,2023-01-03 12:00:00,47.913,-9.154,0.099490345,0.12573627
300234063266890.0,2023-01-03 18:00:00,47.94,-9.05,0.09460738,0.07507554
300234063266890.0,2023-01-04 00:00:00,47.957,-8.982,0.10132145,0.03295999
300234063266890.0,2023-01-04 06:00:00,47.991,-8.893,0.13183996,-0.025635548
300234063266890.0,2023-01-04 12:00:00,48.006,-8.834,0.126957,-0.042725913
300234063266890.0,2023-01-04 18:00:00,48.02,-8.795,0.09399701,-0.010376293
300234063266890.0,2023-01-05 00:00:00,48.025,-8.778,0.07446516,-0.003051851
300234063266890.0,2023-01-05 06:00:00,48.047,-8.759,0.039674062,0.026856288
300234063266890.0,2023-01-05 12:00:00,48.075,-8.75,0.039674062,0.026856288
300234063266890.0,2023-01-05 18:00:00,48.126,-8.726,0.021973327,0.05859554
300234063266890.0,2023-01-06 00:00:00,48.127,-8.725,0.021973327,0.05859554
300234063266890.0,2023-01-06 06:00:00,48.179,-8.709,0.021973327,0.05859554
300234063266890.0,2023-01-06 12:00:00,48.21,-8.71,0.018311106,0.046998505
300234063266890.0,2023-01-06 18:00:00,48.307,-8.63,0.081789605,-0.010376293
300234063266890.0,2023-01-07 00:00:00,48.31,-8.616,0.08667257,-0.006714072
300234063266890.0,2023-01-07 06:00:00,48.373,-8.502,0.090945154,-0.012817774
300234063266890.0,2023-01-07 12:00:00,48.332,-8.459,0.090945154,-0.012817774
300234063266890.0,2023-01-07 18:00:00,48.396,-8.317,0.10559404,-0.070192575
300234063266890.0,2023-01-08 00:00:00,48.356,-8.261,0.10803552,-0.056764428
300234063266890.0,2023-01-08 06:00:00,48.429,-8.115,0.10803552,-0.0347911
300234063266890.0,2023-01-08 12:00:00,48.369,-8.049,0.111087374,-0.03601184
300234063266890.0,2023-01-08 18:00:00,48.415,-7.898,0.07202368,-0.048219245
300234063266890.0,2023-01-09 00:00:00,48.328,-7.813,0.06653035,-0.06653035
300234063266890.0,2023-01-09 06:00:00,48.338,-7.663,0.06469924,-0.06286813
300234063266890.0,2023-01-09 12:00:00,48.238,-7.603,0.06164739,-0.06103702
300234063266890.0,2023-01-09 18:00:00,48.278,-7.516,0.043946654,0.03723258
300234063266890.0,2023-01-10 00:00:00,48.25,-7.483,0.043946654,0.03723258
300234063514580.0,2023-01-01 00:00:00,24.61,-71.126,-0.06286813,-0.020142216
300234063514580.0,2023-01-01 06:00:00,24.566,-71.074,-0.06103702,0.014648885
300234063514580.0,2023-01-01 12:00:00,24.519,-71.043,-0.06042665,0.022583697
300234063514580.0,2023-01-01 18:00:00,24.491,-71.017,-0.052491836,0.06103702
300234063514580.0,2023-01-02 00:00:00,24.45,-71.003,-0.038453322,0.078127384
300234063514580.0,2023-01-02 06:00:00,24.422,-70.978,-0.038453322,0.078127384
300234063514580.0,2023-01-02 12:00:00,24.388,-70.964,-0.038453322,0.078127384
300234063514580.0,2023-01-02 18:00:00,24.348,-70.951,-0.003051851,0.15259254
300234063514580.0,2023-01-03 00:00:00,24.306,-70.977,-0.019531846,0.109866634
300234063514580.0,2023-01-03 06:00:00,24.295,-70.995,-0.019531846,0.109866634
300234063514580.0,2023-01-03 12:00:00,24.3,-71.001,-0.019531846,0.109866634
300234063514580.0,2023-01-03 18:00:00,24.307,-70.989,-0.03418073,0.13061923
300234063514580.0,2023-01-04 00:00:00,24.294,-70.969,-0.03418073,0.13061923
300234063514580.0,2023-01-04 06:00:00,24.289,-70.958,0.017090365,0.18677327
300234063514580.0,2023-01-04 12:00:00,24.283,-70.942,0.017090365,0.18677327
300234063514580.0,2023-01-04 18:00:00,24.277,-70.939,0.042725913,0.21423994
300234063514580.0,2023-01-05 00:00:00,24.289,-70.926,0.042725913,0.21423994
300234063514580.0,2023-01-05 06:00:00,24.307,-70.906,0.013428144,0.19775994
300234063514580.0,2023-01-05 12:00:00,24.344,-70.876,0.013428144,0.19775994
300234063514580.0,2023-01-05 18:00:00,24.363,-70.897,0.03112888,0.20569475
300234063514580.0,2023-01-06 00:00:00,24.347,-70.927,0.03112888,0.20569475
300234063514580.0,2023-01-06 06:00:00,24.321,-70.956,0.03112888,0.20569475
300234063514580.0,2023-01-06 12:00:00,24.329,-70.967,0.012817774,0.16663106
300234063514580.0,2023-01-06 18:00:00,24.336,-70.957,0.041505173,0.17700735
300234063514580.0,2023-01-07 00:00:00,24.338,-70.945,0.041505173,0.17700735
300234063514580.0,2023-01-07 06:00:00,24.353,-70.935,0.041505173,0.17700735
300234063514580.0,2023-01-07 12:00:00,24.376,-70.921,0.023804437,0.15625477
300234063514580.0,2023-01-07 18:00:00,24.396,-70.903,0.0042725913,0.12878811
300234063514580.0,2023-01-08 00:00:00,24.425,-70.867,0.019531846,0.14893033
300234063514580.0,2023-01-08 06:00:00,24.423,-70.832,0.019531846,0.14893033
300234063514580.0,2023-01-08 12:00:00,24.418,-70.81,0.019531846,0.14893033
300234063514580.0,2023-01-08 18:00:00,24.415,-70.794,0.046998505,0.19104587
300234063514580.0,2023-01-09 00:00:00,24.404,-70.798,0.046998505,0.19104587
300234063514580.0,2023-01-09 06:00:00,24.407,-70.809,0.046998505,0.19104587
300234063514580.0,2023-01-09 12:00:00,24.447,-70.81,0.046998505,0.19104587
300234063514580.0,2023-01-09 18:00:00,24.489,-70.781,0.057374798,0.11841182
300234063514580.0,2023-01-10 00:00:00,24.525,-70.735,0.057374798,0.11841182
300234063539030.0,2023-01-01 00:00:00,42.877,-20.486,0.057374798,-0.08911405
300234063539030.0,2023-01-01 06:00:00,42.846,-20.445,0.056154057,-0.093386635
300234063539030.0,2023-01-01 12:00:00,42.795,-20.429,0.056154057,-0.093386635
300234063539030.0,2023-01-01 18:00:00,42.773,-20.407,0.049439985,-0.06653035
300234063539030.0,2023-01-02 00:00:00,42.761,-20.324,0.054322947,-0.07141331
300234063539030.0,2023-01-02 06:00:00,42.759,-20.3,0.054322947,-0.07141331
300234063539030.0,2023-01-02 12:00:00,42.799,-20.217,0.050660726,-0.09033479
300234063539030.0,2023-01-02 18:00:00,42.78,-20.154,0.099490345,-0.03540147
300234063539030.0,2023-01-03 00:00:00,42.797,-20.133,0.09155553,-0.051271096
300234063539030.0,2023-01-03 06:00:00,42.836,-20.072,0.10803552,-0.05981628
300234063539030.0,2023-01-03 12:00:00,42.821,-20.001,0.12817773,-0.06653035
300234063539030.0,2023-01-03 18:00:00,42.84,-19.984,0.10681479,-0.09277627
300234063539030.0,2023-01-04 00:00:00,42.858,-19.909,0.12451552,-0.09155553
300234063539030.0,2023-01-04 06:00:00,42.841,-19.885,0.12451552,-0.09155553
300234063539030.0,2023-01-04 12:00:00,42.86,-19.891,0.12451552,-0.09155553
300234063539030.0,2023-01-04 18:00:00,42.894,-19.814,0.06591998,-0.06897183
300234063539030.0,2023-01-05 00:00:00,42.895,-19.785,0.07751702,-0.043946654
300234063539030.0,2023-01-05 06:00:00,42.954,-19.779,0.07751702,-0.043946654
300234063539030.0,2023-01-05 12:00:00,42.949,-19.72,0.07751702,-0.043946654
300234063539030.0,2023-01-05 18:00:00,42.931,-19.729,0.14831996,-0.081789605
300234063539030.0,2023-01-06 00:00:00,42.963,-19.736,0.081789605,-0.08789331
300234063539030.0,2023-01-06 06:00:00,42.986,-19.65,0.07446516,-0.06164739
300234063539030.0,2023-01-06 12:00:00,42.985,-19.594,0.0695822,-0.038453322
300234063539030.0,2023-01-06 18:00:00,43.002,-19.52,0.03418073,-0.042115543
300234063539030.0,2023-01-07 00:00:00,42.965,-19.422,0.03784295,-0.026245918
300234063539030.0,2023-01-07 06:00:00,42.95,-19.354,0.11963256,0.0
